Reactant Fraction for N2 C1 Inlet1 PFR (C1)_(mole_fraction),Reactant Fraction for H2 C1 Inlet1 PFR (C1)_(mole_fraction),Temperature C1 PFR PFR (C1)_(C),Reactant Fraction for CH4 C1 Inlet1 PFR (C1)_(mole_fraction),Reactant Fraction for CO2 C1 Inlet1 PFR (C1)_(mole_fraction),Reactant Fraction for CO C1 Inlet1 PFR (C1)_(mole_fraction),Mole fraction NO end point,Mole fraction NO2 end point,Mole fraction N2O end point
0.7898,0,1025,0,0.15,0,0.000198979,1.02E-06,0
0.7898,0,1025,0,0.15,0,0.000198979,1.02E-06,0
0.789518,8.10E-05,1025,3.00E-07,0.150009,0.000192,0.000198091,2.22E-06,1.54E-07
0.788953,0.000243,1025,9.00E-07,0.150027,0.000576,0.000199205,2.02E-06,1.86E-07
0.788388,0.000405,1025,1.50E-06,0.150045,0.00096,0.000200025,1.83E-06,1.74E-07
0.787824,0.000567,1025,2.10E-06,0.150063,0.00134,0.000200628,1.67E-06,1.58E-07
0.787259,0.000729,1025,2.70E-06,0.150081,0.00173,0.000201123,1.55E-06,1.43E-07
0.789504,0.000102,1025,3.15E-05,0.150093,6.90E-05,0.000198076,2.00E-06,1.13E-07
0.786695,0.000891,1025,3.30E-06,0.150099,0.00211,0.000201529,1.44E-06,1.29E-07
0.78613,0.00105,1025,3.90E-06,0.150117,0.0025,0.000201898,1.36E-06,1.16E-07
0.785566,0.00122,1025,4.50E-06,0.150135,0.00288,0.000202213,1.28E-06,1.04E-07
0.785001,0.00138,1025,5.10E-06,0.150153,0.00326,0.00020251,1.21E-06,9.31E-08
0.784436,0.00154,1025,5.70E-06,0.150171,0.00365,0.000202794,1.16E-06,8.31E-08
0.783872,0.0017,1025,6.30E-06,0.150189,0.00403,0.000203055,1.11E-06,7.42E-08
0.783307,0.00186,1025,6.90E-06,0.150207,0.00442,0.000203311,1.07E-06,6.62E-08
0.782742,0.00203,1025,7.50E-06,0.150225,0.0048,0.000203546,1.03E-06,5.91E-08
0.782178,0.00219,1025,8.10E-06,0.150243,0.00518,0.000203779,9.92E-07,5.30E-08
0.788914,0.000306,1025,9.45E-05,0.150279,0.000207,0.000198661,1.78E-06,1.41E-07
0.788322,0.00051,1025,0.000158,0.150465,0.000345,0.000199118,1.60E-06,1.37E-07
0.787732,0.000714,1025,0.00022,0.150651,0.000483,0.000199464,1.46E-06,1.28E-07
0.78714,0.000918,1025,0.000284,0.150837,0.000621,0.000199746,1.36E-06,1.19E-07
0.78655,0.001122,1025,0.000346,0.151023,0.000759,0.000199986,1.27E-06,1.09E-07
0.785958,0.001326,1025,0.00041,0.151209,0.000897,0.000200197,1.20E-06,9.90E-08
0.785368,0.00153,1025,0.000472,0.151395,0.001035,0.000200388,1.15E-06,8.99E-08
0.784776,0.001734,1025,0.000536,0.151581,0.001173,0.000200564,1.10E-06,8.14E-08
0.784186,0.001938,1025,0.000598,0.151767,0.001311,0.000200729,1.06E-06,7.35E-08
0.783594,0.002142,1025,0.000662,0.151953,0.001449,0.000200885,1.02E-06,6.62E-08
0.783004,0.002346,1025,0.000724,0.152139,0.001587,0.000201034,9.90E-07,5.97E-08
0.782412,0.00255,1025,0.000788,0.152325,0.001725,0.000201179,9.62E-07,5.38E-08
0.781822,0.002754,1025,0.00085,0.152511,0.001863,0.000201319,9.38E-07,4.86E-08
0.7898,0,1050,0,0.15,0,0.000199008,9.92E-07,1.28E-08
0.7898,0,1050,0,0.15,0,0.000199008,9.92E-07,1.28E-08
0.789518,8.10E-05,1050,3.00E-07,0.150009,0.000192,0.000198555,1.87E-06,1.22E-07
0.788953,0.000243,1050,9.00E-07,0.150027,0.000576,0.000199942,1.65E-06,1.23E-07
0.788388,0.000405,1050,1.50E-06,0.150045,0.00096,0.000200873,1.47E-06,1.07E-07
0.787824,0.000567,1050,2.10E-06,0.150063,0.00134,0.00020153,1.35E-06,9.32E-08
0.787259,0.000729,1050,2.70E-06,0.150081,0.00173,0.000202056,1.25E-06,8.15E-08
0.789504,0.000102,1050,3.15E-05,0.150093,6.90E-05,0.000198493,1.66E-06,8.93E-08
0.786695,0.000891,1050,3.30E-06,0.150099,0.00211,0.00020248,1.17E-06,7.16E-08
0.78613,0.00105,1050,3.90E-06,0.150117,0.0025,0.000202861,1.11E-06,6.32E-08
0.785566,0.00122,1050,4.50E-06,0.150135,0.00288,0.000203182,1.06E-06,5.59E-08
0.785001,0.00138,1050,5.10E-06,0.150153,0.00326,0.000203485,1.01E-06,4.99E-08
0.784436,0.00154,1050,5.70E-06,0.150171,0.00365,0.000203777,9.75E-07,4.47E-08
0.783872,0.0017,1050,6.30E-06,0.150189,0.00403,0.000204045,9.43E-07,4.04E-08
0.783307,0.00186,1050,6.90E-06,0.150207,0.00442,0.00020431,9.15E-07,3.68E-08
0.782742,0.00203,1050,7.50E-06,0.150225,0.0048,0.000204551,8.89E-07,3.38E-08
0.782178,0.00219,1050,8.10E-06,0.150243,0.00518,0.000204794,8.67E-07,3.14E-08
0.788914,0.000306,1050,9.45E-05,0.150279,0.000207,0.000199223,1.43E-06,9.33E-08
0.788322,0.00051,1050,0.000158,0.150465,0.000345,0.000199723,1.28E-06,8.43E-08
0.787732,0.000714,1050,0.00022,0.150651,0.000483,0.000200085,1.18E-06,7.54E-08
0.78714,0.000918,1050,0.000284,0.150837,0.000621,0.000200371,1.11E-06,6.73E-08
0.78655,0.001122,1050,0.000346,0.151023,0.000759,0.000200611,1.05E-06,6.01E-08
0.785958,0.001326,1050,0.00041,0.151209,0.000897,0.000200821,1.01E-06,5.38E-08
0.785368,0.00153,1050,0.000472,0.151395,0.001035,0.000201012,9.72E-07,4.84E-08
0.784776,0.001734,1050,0.000536,0.151581,0.001173,0.000201188,9.41E-07,4.36E-08
0.784186,0.001938,1050,0.000598,0.151767,0.001311,0.000201354,9.15E-07,3.95E-08
0.783594,0.002142,1050,0.000662,0.151953,0.001449,0.000201513,8.92E-07,3.61E-08
0.783004,0.002346,1050,0.000724,0.152139,0.001587,0.000201666,8.72E-07,3.32E-08
0.782412,0.00255,1050,0.000788,0.152325,0.001725,0.000201815,8.53E-07,3.08E-08
0.781822,0.002754,1050,0.00085,0.152511,0.001863,0.000201962,8.37E-07,2.88E-08
0.7898,0,1075,0,0.15,0,0.000199083,9.17E-07,1.64E-08
0.7898,0,1075,0,0.15,0,0.000199083,9.17E-07,1.64E-08
0.789518,8.10E-05,1075,3.00E-07,0.150009,0.000192,0.000199011,1.57E-06,9.14E-08
0.788953,0.000243,1075,9.00E-07,0.150027,0.000576,0.000200674,1.34E-06,7.70E-08
0.788388,0.000405,1075,1.50E-06,0.150045,0.00096,0.00020172,1.20E-06,6.34E-08
0.787824,0.000567,1075,2.10E-06,0.150063,0.00134,0.000202436,1.10E-06,5.39E-08
0.787259,0.000729,1075,2.70E-06,0.150081,0.00173,0.000203001,1.03E-06,4.68E-08
0.789504,0.000102,1075,3.15E-05,0.150093,6.90E-05,0.000198876,1.37E-06,6.63E-08
0.786695,0.000891,1075,3.30E-06,0.150099,0.00211,0.000203451,9.81E-07,4.15E-08
0.78613,0.00105,1075,3.90E-06,0.150117,0.0025,0.000203856,9.39E-07,3.74E-08
0.785566,0.00122,1075,4.50E-06,0.150135,0.00288,0.000204192,9.04E-07,3.41E-08
0.785001,0.00138,1075,5.10E-06,0.150153,0.00326,0.000204513,8.76E-07,3.17E-08
0.784436,0.00154,1075,5.70E-06,0.150171,0.00365,0.000204823,8.52E-07,2.98E-08
0.783872,0.0017,1075,6.30E-06,0.150189,0.00403,0.000205107,8.30E-07,2.83E-08
0.783307,0.00186,1075,6.90E-06,0.150207,0.00442,0.00020539,8.11E-07,2.73E-08
0.782742,0.00203,1075,7.50E-06,0.150225,0.0048,0.000205646,7.93E-07,2.64E-08
0.782178,0.00219,1075,8.10E-06,0.150243,0.00518,0.000205906,7.78E-07,2.59E-08
0.788914,0.000306,1075,9.45E-05,0.150279,0.000207,0.000199744,1.17E-06,5.80E-08
0.788322,0.00051,1075,0.000158,0.150465,0.000345,0.000200293,1.06E-06,4.95E-08
0.787732,0.000714,1075,0.00022,0.150651,0.000483,0.000200678,9.88E-07,4.34E-08
0.78714,0.000918,1075,0.000284,0.150837,0.000621,0.000200979,9.40E-07,3.86E-08
0.78655,0.001122,1075,0.000346,0.151023,0.000759,0.000201231,9.05E-07,3.49E-08
0.785958,0.001326,1075,0.00041,0.151209,0.000897,0.000201452,8.77E-07,3.20E-08
0.785368,0.00153,1075,0.000472,0.151395,0.001035,0.000201652,8.54E-07,2.98E-08
0.784776,0.001734,1075,0.000536,0.151581,0.001173,0.000201838,8.34E-07,2.80E-08
0.784186,0.001938,1075,0.000598,0.151767,0.001311,0.000202015,8.16E-07,2.67E-08
0.783594,0.002142,1075,0.000662,0.151953,0.001449,0.000202184,8.00E-07,2.57E-08
0.783004,0.002346,1075,0.000724,0.152139,0.001587,0.000202348,7.86E-07,2.50E-08
0.782412,0.00255,1075,0.000788,0.152325,0.001725,0.000202508,7.72E-07,2.45E-08
0.781822,0.002754,1075,0.00085,0.152511,0.001863,0.000202666,7.59E-07,2.41E-08
0.7898,0,1100,0,0.15,0,0.000199165,8.37E-07,1.97E-08
0.7898,0,1100,0,0.15,0,0.000199165,8.37E-07,1.97E-08
0.789518,8.10E-05,1100,3.00E-07,0.150009,0.000192,0.000199451,1.31E-06,6.88E-08
0.788953,0.000243,1100,9.00E-07,0.150027,0.000576,0.000201399,1.11E-06,5.16E-08
0.788388,0.000405,1100,1.50E-06,0.150045,0.00096,0.000202574,9.97E-07,4.22E-08
0.787824,0.000567,1100,2.10E-06,0.150063,0.00134,0.000203365,9.31E-07,3.66E-08
0.787259,0.000729,1100,2.70E-06,0.150081,0.00173,0.000203985,8.84E-07,3.31E-08
0.789504,0.000102,1100,3.15E-05,0.150093,6.90E-05,0.000199226,1.14E-06,5.01E-08
0.786695,0.000891,1100,3.30E-06,0.150099,0.00211,0.000204475,8.50E-07,3.07E-08
0.78613,0.00105,1100,3.90E-06,0.150117,0.0025,0.000204915,8.23E-07,2.91E-08
0.785566,0.00122,1100,4.50E-06,0.150135,0.00288,0.00020528,7.99E-07,2.80E-08
0.785001,0.00138,1100,5.10E-06,0.150153,0.00326,0.000205628,7.80E-07,2.73E-08
0.784436,0.00154,1100,5.70E-06,0.150171,0.00365,0.000205965,7.63E-07,2.68E-08
0.783872,0.0017,1100,6.30E-06,0.150189,0.00403,0.000206274,7.48E-07,2.66E-08
0.783307,0.00186,1100,6.90E-06,0.150207,0.00442,0.000206582,7.34E-07,2.65E-08
0.782742,0.00203,1100,7.50E-06,0.150225,0.0048,0.000206861,7.21E-07,2.65E-08
0.782178,0.00219,1100,8.10E-06,0.150243,0.00518,0.000207145,7.09E-07,2.66E-08
0.788914,0.000306,1100,9.45E-05,0.150279,0.000207,0.000200238,9.74E-07,3.93E-08
0.788322,0.00051,1100,0.000158,0.150465,0.000345,0.000200851,8.99E-07,3.35E-08
0.787732,0.000714,1100,0.00022,0.150651,0.000483,0.000201276,8.56E-07,3.03E-08
0.78714,0.000918,1100,0.000284,0.150837,0.000621,0.000201607,8.25E-07,2.82E-08
0.78655,0.001122,1100,0.000346,0.151023,0.000759,0.000201882,8.03E-07,2.69E-08
0.785958,0.001326,1100,0.00041,0.151209,0.000897,0.000202124,7.84E-07,2.60E-08
0.785368,0.00153,1100,0.000472,0.151395,0.001035,0.000202344,7.68E-07,2.54E-08
0.784776,0.001734,1100,0.000536,0.151581,0.001173,0.000202547,7.54E-07,2.51E-08
0.784186,0.001938,1100,0.000598,0.151767,0.001311,0.000202741,7.41E-07,2.49E-08
0.783594,0.002142,1100,0.000662,0.151953,0.001449,0.000202926,7.29E-07,2.49E-08
0.783004,0.002346,1100,0.000724,0.152139,0.001587,0.000203105,7.17E-07,2.50E-08
0.782412,0.00255,1100,0.000788,0.152325,0.001725,0.00020328,7.06E-07,2.52E-08
0.781822,0.002754,1100,0.00085,0.152511,0.001863,0.000203452,6.95E-07,2.53E-08
0.7898,0,1125,0,0.15,0,0.00019924,7.65E-07,2.27E-08
0.7898,0,1125,0,0.15,0,0.00019924,7.65E-07,2.27E-08
0.789518,8.10E-05,1125,3.00E-07,0.150009,0.000192,0.000199876,1.09E-06,5.56E-08
0.788953,0.000243,1125,9.00E-07,0.150027,0.000576,0.000202128,9.30E-07,4.07E-08
0.788388,0.000405,1125,1.50E-06,0.150045,0.00096,0.000203455,8.54E-07,3.46E-08
0.787824,0.000567,1125,2.10E-06,0.150063,0.00134,0.000204342,8.10E-07,3.16E-08
0.787259,0.000729,1125,2.70E-06,0.150081,0.00173,0.000205035,7.79E-07,2.99E-08
0.789504,0.000102,1125,3.15E-05,0.150093,6.90E-05,0.00019955,9.57E-07,4.16E-08
0.786695,0.000891,1125,3.30E-06,0.150099,0.00211,0.00020558,7.57E-07,2.89E-08
0.78613,0.00105,1125,3.90E-06,0.150117,0.0025,0.00020607,7.38E-07,2.84E-08
0.785566,0.00122,1125,4.50E-06,0.150135,0.00288,0.000206474,7.22E-07,2.81E-08
0.785001,0.00138,1125,5.10E-06,0.150153,0.00326,0.000206859,7.08E-07,2.81E-08
0.784436,0.00154,1125,5.70E-06,0.150171,0.00365,0.000207233,6.96E-07,2.81E-08
0.783872,0.0017,1125,6.30E-06,0.150189,0.00403,0.000207574,6.84E-07,2.83E-08
0.783307,0.00186,1125,6.90E-06,0.150207,0.00442,0.000207914,6.73E-07,2.85E-08
0.782742,0.00203,1125,7.50E-06,0.150225,0.0048,0.000208221,6.63E-07,2.88E-08
0.782178,0.00219,1125,8.10E-06,0.150243,0.00518,0.000208534,6.53E-07,2.91E-08
0.788914,0.000306,1125,9.45E-05,0.150279,0.000207,0.000200726,8.37E-07,3.25E-08
0.788322,0.00051,1125,0.000158,0.150465,0.000345,0.000201425,7.89E-07,2.91E-08
0.787732,0.000714,1125,0.00022,0.150651,0.000483,0.000201908,7.62E-07,2.76E-08
0.78714,0.000918,1125,0.000284,0.150837,0.000621,0.000202282,7.42E-07,2.69E-08
0.78655,0.001122,1125,0.000346,0.151023,0.000759,0.000202592,7.26E-07,2.66E-08
0.785958,0.001326,1125,0.00041,0.151209,0.000897,0.000202864,7.13E-07,2.65E-08
0.785368,0.00153,1125,0.000472,0.151395,0.001035,0.000203109,7.01E-07,2.65E-08
0.784776,0.001734,1125,0.000536,0.151581,0.001173,0.000203336,6.90E-07,2.67E-08
0.784186,0.001938,1125,0.000598,0.151767,0.001311,0.00020355,6.79E-07,2.69E-08
0.783594,0.002142,1125,0.000662,0.151953,0.001449,0.000203755,6.69E-07,2.72E-08
0.783004,0.002346,1125,0.000724,0.152139,0.001587,0.000203952,6.60E-07,2.74E-08
0.782412,0.00255,1125,0.000788,0.152325,0.001725,0.000204145,6.50E-07,2.78E-08
0.781822,0.002754,1125,0.00085,0.152511,0.001863,0.000204334,6.41E-07,2.81E-08
0.7898,0,1150,0,0.15,0,0.000199311,7.01E-07,2.57E-08
0.7898,0,1150,0,0.15,0,0.000199311,7.01E-07,2.57E-08
0.789518,8.10E-05,1150,3.00E-07,0.150009,0.000192,0.000200288,9.22E-07,4.87E-08
0.788953,0.000243,1150,9.00E-07,0.150027,0.000576,0.000202873,8.01E-07,3.71E-08
0.788388,0.000405,1150,1.50E-06,0.150045,0.00096,0.000204383,7.51E-07,3.31E-08
0.787824,0.000567,1150,2.10E-06,0.150063,0.00134,0.000205391,7.22E-07,3.14E-08
0.787259,0.000729,1150,2.70E-06,0.150081,0.00173,0.000206177,7.02E-07,3.06E-08
0.789504,0.000102,1150,3.15E-05,0.150093,6.90E-05,0.000199858,8.20E-07,3.81E-08
0.786695,0.000891,1150,3.30E-06,0.150099,0.00211,0.000206793,6.86E-07,3.03E-08
0.78613,0.00105,1150,3.90E-06,0.150117,0.0025,0.000207346,6.73E-07,3.02E-08
0.785566,0.00122,1150,4.50E-06,0.150135,0.00288,0.000207799,6.61E-07,3.03E-08
0.785001,0.00138,1150,5.10E-06,0.150153,0.00326,0.000208231,6.51E-07,3.05E-08
0.784436,0.00154,1150,5.70E-06,0.150171,0.00365,0.000208649,6.40E-07,3.08E-08
0.783872,0.0017,1150,6.30E-06,0.150189,0.00403,0.000209031,6.31E-07,3.11E-08
0.783307,0.00186,1150,6.90E-06,0.150207,0.00442,0.00020941,6.22E-07,3.15E-08
0.782742,0.00203,1150,7.50E-06,0.150225,0.0048,0.000209751,6.13E-07,3.19E-08
0.782178,0.00219,1150,8.10E-06,0.150243,0.00518,0.000210098,6.05E-07,3.23E-08
0.788914,0.000306,1150,9.45E-05,0.150279,0.000207,0.000201229,7.39E-07,3.14E-08
0.788322,0.00051,1150,0.000158,0.150465,0.000345,0.000202038,7.08E-07,2.95E-08
0.787732,0.000714,1150,0.00022,0.150651,0.000483,0.000202595,6.90E-07,2.89E-08
0.78714,0.000918,1150,0.000284,0.150837,0.000621,0.000203023,6.76E-07,2.87E-08
0.78655,0.001122,1150,0.000346,0.151023,0.000759,0.000203378,6.65E-07,2.88E-08
0.785958,0.001326,1150,0.00041,0.151209,0.000897,0.000203686,6.54E-07,2.90E-08
0.785368,0.00153,1150,0.000472,0.151395,0.001035,0.000203962,6.45E-07,2.92E-08
0.784776,0.001734,1150,0.000536,0.151581,0.001173,0.000204217,6.35E-07,2.95E-08
0.784186,0.001938,1150,0.000598,0.151767,0.001311,0.000204457,6.27E-07,2.99E-08
0.783594,0.002142,1150,0.000662,0.151953,0.001449,0.000204685,6.18E-07,3.02E-08
0.783004,0.002346,1150,0.000724,0.152139,0.001587,0.000204905,6.10E-07,3.06E-08
0.782412,0.00255,1150,0.000788,0.152325,0.001725,0.000205119,6.01E-07,3.10E-08
0.781822,0.002754,1150,0.00085,0.152511,0.001863,0.000205328,5.93E-07,3.14E-08
0.7898,0,1175,0,0.15,0,0.000199379,6.43E-07,2.90E-08
0.7898,0,1175,0,0.15,0,0.000199379,6.43E-07,2.90E-08
0.789518,8.10E-05,1175,3.00E-07,0.150009,0.000192,0.000200697,7.91E-07,4.55E-08
0.788953,0.000243,1175,9.00E-07,0.150027,0.000576,0.000203652,7.06E-07,3.67E-08
0.788388,0.000405,1175,1.50E-06,0.150045,0.00096,0.000205379,6.73E-07,3.42E-08
0.787824,0.000567,1175,2.10E-06,0.150063,0.00134,0.000206533,6.55E-07,3.32E-08
0.787259,0.000729,1175,2.70E-06,0.150081,0.00173,0.000207431,6.41E-07,3.29E-08
0.789504,0.000102,1175,3.15E-05,0.150093,6.90E-05,0.000200164,7.17E-07,3.74E-08
0.786695,0.000891,1175,3.30E-06,0.150099,0.00211,0.000208135,6.30E-07,3.29E-08
0.78613,0.00105,1175,3.90E-06,0.150117,0.0025,0.000208764,6.20E-07,3.31E-08
0.785566,0.00122,1175,4.50E-06,0.150135,0.00288,0.000209278,6.10E-07,3.34E-08
0.785001,0.00138,1175,5.10E-06,0.150153,0.00326,0.000209767,6.02E-07,3.37E-08
0.784436,0.00154,1175,5.70E-06,0.150171,0.00365,0.000210239,5.94E-07,3.41E-08
0.783872,0.0017,1175,6.30E-06,0.150189,0.00403,0.000210668,5.86E-07,3.45E-08
0.783307,0.00186,1175,6.90E-06,0.150207,0.00442,0.000211094,5.78E-07,3.49E-08
0.782742,0.00203,1175,7.50E-06,0.150225,0.0048,0.000211476,5.70E-07,3.54E-08
0.782178,0.00219,1175,8.10E-06,0.150243,0.00518,0.000211864,5.63E-07,3.58E-08
0.788914,0.000306,1175,9.45E-05,0.150279,0.000207,0.000201761,6.64E-07,3.27E-08
0.788322,0.00051,1175,0.000158,0.150465,0.000345,0.000202703,6.44E-07,3.17E-08
0.787732,0.000714,1175,0.00022,0.150651,0.000483,0.000203349,6.32E-07,3.15E-08
0.78714,0.000918,1175,0.000284,0.150837,0.000621,0.000203845,6.22E-07,3.16E-08
0.78655,0.001122,1175,0.000346,0.151023,0.000759,0.000204252,6.13E-07,3.19E-08
0.785958,0.001326,1175,0.00041,0.151209,0.000897,0.000204604,6.04E-07,3.22E-08
0.785368,0.00153,1175,0.000472,0.151395,0.001035,0.000204918,5.96E-07,3.25E-08
0.784776,0.001734,1175,0.000536,0.151581,0.001173,0.000205206,5.88E-07,3.29E-08
0.784186,0.001938,1175,0.000598,0.151767,0.001311,0.000205476,5.80E-07,3.33E-08
0.783594,0.002142,1175,0.000662,0.151953,0.001449,0.000205732,5.73E-07,3.37E-08
0.783004,0.002346,1175,0.000724,0.152139,0.001587,0.000205978,5.66E-07,3.41E-08
0.782412,0.00255,1175,0.000788,0.152325,0.001725,0.000206217,5.58E-07,3.46E-08
0.781822,0.002754,1175,0.00085,0.152511,0.001863,0.00020645,5.51E-07,3.50E-08
0.7898,0,1200,0,0.15,0,0.000199449,5.93E-07,3.25E-08
0.7898,0,1200,0,0.15,0,0.000199449,5.93E-07,3.25E-08
0.789518,8.10E-05,1200,3.00E-07,0.150009,0.000192,0.000201115,6.90E-07,4.45E-08
0.788953,0.000243,1200,9.00E-07,0.150027,0.000576,0.00020448,6.34E-07,3.81E-08
0.788388,0.000405,1200,1.50E-06,0.150045,0.00096,0.00020646,6.13E-07,3.65E-08
0.787824,0.000567,1200,2.10E-06,0.150063,0.00134,0.000207787,6.01E-07,3.60E-08
0.787259,0.000729,1200,2.70E-06,0.150081,0.00173,0.00020882,5.91E-07,3.60E-08
0.789504,0.000102,1200,3.15E-05,0.150093,6.90E-05,0.000200481,6.39E-07,3.85E-08
0.786695,0.000891,1200,3.30E-06,0.150099,0.00211,0.000209628,5.82E-07,3.62E-08
0.78613,0.00105,1200,3.90E-06,0.150117,0.0025,0.000210348,5.75E-07,3.65E-08
0.785566,0.00122,1200,4.50E-06,0.150135,0.00288,0.000210936,5.67E-07,3.69E-08
0.785001,0.00138,1200,5.10E-06,0.150153,0.00326,0.000211492,5.60E-07,3.73E-08
0.784436,0.00154,1200,5.70E-06,0.150171,0.00365,0.000212027,5.53E-07,3.78E-08
0.783872,0.0017,1200,6.30E-06,0.150189,0.00403,0.000212513,5.46E-07,3.82E-08
0.783307,0.00186,1200,6.90E-06,0.150207,0.00442,0.000212995,5.39E-07,3.87E-08
0.782742,0.00203,1200,7.50E-06,0.150225,0.0048,0.000213426,5.33E-07,3.92E-08
0.782178,0.00219,1200,8.10E-06,0.150243,0.00518,0.000213864,5.27E-07,3.97E-08
0.788914,0.000306,1200,9.45E-05,0.150279,0.000207,0.000202338,6.05E-07,3.53E-08
0.788322,0.00051,1200,0.000158,0.150465,0.000345,0.000203434,5.92E-07,3.47E-08
0.787732,0.000714,1200,0.00022,0.150651,0.000483,0.000204186,5.83E-07,3.48E-08
0.78714,0.000918,1200,0.000284,0.150837,0.000621,0.00020476,5.75E-07,3.50E-08
0.78655,0.001122,1200,0.000346,0.151023,0.000759,0.000205229,5.68E-07,3.54E-08
0.785958,0.001326,1200,0.00041,0.151209,0.000897,0.000205633,5.60E-07,3.58E-08
0.785368,0.00153,1200,0.000472,0.151395,0.001035,0.000205992,5.53E-07,3.62E-08
0.784776,0.001734,1200,0.000536,0.151581,0.001173,0.00020632,5.46E-07,3.66E-08
0.784186,0.001938,1200,0.000598,0.151767,0.001311,0.000206626,5.40E-07,3.71E-08
0.783594,0.002142,1200,0.000662,0.151953,0.001449,0.000206915,5.33E-07,3.75E-08
0.783004,0.002346,1200,0.000724,0.152139,0.001587,0.000207192,5.27E-07,3.80E-08
0.782412,0.00255,1200,0.000788,0.152325,0.001725,0.000207461,5.20E-07,3.85E-08
0.781822,0.002754,1200,0.00085,0.152511,0.001863,0.000207722,5.14E-07,3.89E-08
0.7898,0,1225,0,0.15,0,0.000199529,5.47E-07,3.62E-08
0.7898,0,1225,0,0.15,0,0.000199529,5.47E-07,3.62E-08
0.789518,8.10E-05,1225,3.00E-07,0.150009,0.000192,0.000201556,6.13E-07,4.53E-08
0.788953,0.000243,1225,9.00E-07,0.150027,0.000576,0.000205375,5.77E-07,4.06E-08
0.788388,0.000405,1225,1.50E-06,0.150045,0.00096,0.000207646,5.64E-07,3.96E-08
0.787824,0.000567,1225,2.10E-06,0.150063,0.00134,0.000209174,5.56E-07,3.94E-08
0.787259,0.000729,1225,2.70E-06,0.150081,0.00173,0.000210366,5.49E-07,3.96E-08
0.789504,0.000102,1225,3.15E-05,0.150093,6.90E-05,0.000200826,5.78E-07,4.07E-08
0.786695,0.000891,1225,3.30E-06,0.150099,0.00211,0.000211297,5.42E-07,4.00E-08
0.78613,0.00105,1225,3.90E-06,0.150117,0.0025,0.000212125,5.36E-07,4.04E-08
0.785566,0.00122,1225,4.50E-06,0.150135,0.00288,0.0002128,5.29E-07,4.08E-08
0.785001,0.00138,1225,5.10E-06,0.150153,0.00326,0.000213437,5.23E-07,4.13E-08
0.784436,0.00154,1225,5.70E-06,0.150171,0.00365,0.000214048,5.17E-07,4.18E-08
0.783872,0.0017,1225,6.30E-06,0.150189,0.00403,0.000214602,5.11E-07,4.23E-08
0.783307,0.00186,1225,6.90E-06,0.150207,0.00442,0.000215151,5.06E-07,4.29E-08
0.782742,0.00203,1225,7.50E-06,0.150225,0.0048,0.00021564,5.00E-07,4.34E-08
0.782178,0.00219,1225,8.10E-06,0.150243,0.00518,0.000216137,4.94E-07,4.39E-08
0.788914,0.000306,1225,9.45E-05,0.150279,0.000207,0.000202973,5.56E-07,3.85E-08
0.788322,0.00051,1225,0.000158,0.150465,0.000345,0.000204246,5.47E-07,3.83E-08
0.787732,0.000714,1225,0.00022,0.150651,0.000483,0.00020512,5.41E-07,3.85E-08
0.78714,0.000918,1225,0.000284,0.150837,0.000621,0.000205785,5.34E-07,3.89E-08
0.78655,0.001122,1225,0.000346,0.151023,0.000759,0.000206328,5.28E-07,3.93E-08
0.785958,0.001326,1225,0.00041,0.151209,0.000897,0.000206793,5.22E-07,3.97E-08
0.785368,0.00153,1225,0.000472,0.151395,0.001035,0.000207205,5.16E-07,4.02E-08
0.784776,0.001734,1225,0.000536,0.151581,0.001173,0.000207581,5.10E-07,4.07E-08
0.784186,0.001938,1225,0.000598,0.151767,0.001311,0.00020793,5.04E-07,4.11E-08
0.783594,0.002142,1225,0.000662,0.151953,0.001449,0.000208259,4.98E-07,4.16E-08
0.783004,0.002346,1225,0.000724,0.152139,0.001587,0.000208574,4.92E-07,4.21E-08
0.782412,0.00255,1225,0.000788,0.152325,0.001725,0.000208879,4.86E-07,4.26E-08
0.781822,0.002754,1225,0.00085,0.152511,0.001863,0.000209176,4.81E-07,4.31E-08
0.7898,0,1250,0,0.15,0,0.000199628,5.06E-07,4.02E-08
0.7898,0,1250,0,0.15,0,0.000199628,5.06E-07,4.02E-08
0.789518,8.10E-05,1250,3.00E-07,0.150009,0.000192,0.000202041,5.52E-07,4.72E-08
0.788953,0.000243,1250,9.00E-07,0.150027,0.000576,0.00020636,5.31E-07,4.39E-08
0.788388,0.000405,1250,1.50E-06,0.150045,0.00096,0.000208961,5.23E-07,4.33E-08
0.787824,0.000567,1250,2.10E-06,0.150063,0.00134,0.000210722,5.17E-07,4.34E-08
0.787259,0.000729,1250,2.70E-06,0.150081,0.00173,0.000212098,5.12E-07,4.37E-08
0.789504,0.000102,1250,3.15E-05,0.150093,6.90E-05,0.000201214,5.28E-07,4.37E-08
0.786695,0.000891,1250,3.30E-06,0.150099,0.00211,0.000213174,5.07E-07,4.41E-08
0.78613,0.00105,1250,3.90E-06,0.150117,0.0025,0.000214129,5.01E-07,4.46E-08
0.785566,0.00122,1250,4.50E-06,0.150135,0.00288,0.000214908,4.96E-07,4.51E-08
0.785001,0.00138,1250,5.10E-06,0.150153,0.00326,0.000215641,4.91E-07,4.56E-08
0.784436,0.00154,1250,5.70E-06,0.150171,0.00365,0.000216343,4.86E-07,4.62E-08
